coupon_batch_id,coupon_bu,matured_issued,transaction_matched,no_transaction_coupons,face_value_exposure
c6bb95a2c1f776853348893b124ffadc,A,188109,0,188109,1504872.0
6f84c2d959d7cdf1d0f43efb518b3aac,A,183841,0,183841,1135718.0
27e1f1cb59f56d122e4c0f3bf7964e3e,A,180530,0,180530,1117986.0
3ae0e384c4238765910c7a0a904e7173,A,180267,0,180267,2381134.0
7ba3f757eff2b3a8cc1e71ce46cf3090,A,166215,0,166215,1012542.0
7e0807f690c77e2682832e228a000096,A,138262,0,138262,975100.0
7e7ccd4eade5ac3562a43b88d8a44bcf,A,136666,0,136666,1095902.0
62cd83c0d4e88954ab8ebaec912297c8,A,135346,0,135346,979583.0
1c41d9d02be8f3d46d97e36b1df9c40a,A,131892,0,131892,1055136.0
9950c681ecea39da584f9072a5f1a785,A,131719,0,131719,928596.0
703398309fd41b6d86aba9e2c80f01b7,A,125267,0,125267,1002136.0
70bce9525cca393192ba80c0c7c89aec,A,120759,0,120759,734836.0
c8b6da11c511a2467a483e98b51dce9d,A,114254,0,114254,918793.0
734c2384cf5c1233feff6c27e6e1d6c5,A,109924,0,109924,550958.0
a4957af3f431035ef651262c93701693,A,109031,0,109031,877376.0
d73ef10320e6d32985e22e2c11de4408,A,106333,0,106333,851283.0
3b434bbae9990cdfefadb44d83673af2,A,106070,0,106070,756103.0
2242841b248bf8ce761b0d2dc66dcab9,A,101271,0,101271,1368521.0
62df5dfd5ce31386fc2a060f178cb7b7,A,99220,0,99220,694540.0
bf09f5e101085ea5d0cbbb40dccd45e1,A,94689,0,94689,758832.0
5843d8222bf32fad2f8e22ff86ea3a47,A,92617,0,92617,742707.0
73bade6546eb7083b9873cad2dc3595d,A,85433,0,85433,608037.0
821eb8e59b206018d7faa112de00be14,A,84414,0,84414,1137107.0
da2ebcd4075dd1e85954fc3178fe529b,A,80162,0,80162,641296.0
6eb9e9bef2b77ef2c1cd1abe8df1a7a8,A,79958,0,79958,492153.0
2e165782998aa0c0138bee95bc2ef6c0,A,79606,0,79606,483560.0
60bb3c088a0b1f7f0b5a4c78fa740f8f,A,75998,0,75998,607984.0
3e52042a01c665279cff5661a33ee7bb,A,74195,0,74195,990846.0
c87a7f2b0db1c3f378d1e7184cdf970f,A,72000,0,72000,505986.0
9e2995ca00c688e8675f806bb3047614,A,71779,0,71779,717790.0
8c12b33cac0cea6fe5a0bc74e3fbe7e6,A,70546,0,70546,352730.0
5bc0b16dc81bc317063663fdecb97d9a,A,69849,0,69849,432744.0
7546120f4210b216e04888dc30002e7b,A,68589,0,68589,548712.0
c3629ac4b50b6c5f3383f6669d98d040,A,67933,0,67933,488456.0
53f84d55d982caaadf545a4ed1d22bee,A,67624,0,67624,545277.0
353ddb1bece181e304039aab8ba20321,A,67590,0,67590,473130.0
6622fa05cdf729e2748aba7093986996,A,65232,0,65232,521856.0
e5603ec1d3ed84f5cfd1e0245f46e1fe,A,64158,0,64158,391463.0
ee08b644e69a56c7b6a326b5585243d7,A,59699,0,59699,340320.7
45b0ea78c312c25136aadd3588cba4d0,A,58696,0,58696,472710.0
0c9c38d6a2c0824896d01b2f376720d7,A,58368,0,58368,468956.0
aa4b41a932c33ea06e85c0a29bf642b9,A,57332,0,57332,413562.0
aa7b19e5391226988f194e129e03170c,A,53936,0,53936,354309.0
b077a5d933fd0dda31ec37011cc20d41,A,49746,0,49746,319710.0
8e1d1678538daac53a68fb8c54cd336f,A,49200,0,49200,246000.0
e98706aa6d64e69f014030d7d1dc1e62,A,48446,0,48446,387568.0
926b80c026476156b74e282110f763ae,A,47804,0,47804,338449.0
c5d7ba264305c2581e744111366e9993,A,46818,0,46818,327726.0
87b579cbf70224f5c5139a832a3b5632,A,45918,0,45918,367344.0
7d5013c07d7c1066c758a81435205d68,A,44968,0,44968,326446.0
e2a1b4fd8b09db4a409042ae1105ba1f,A,44204,0,44204,319703.6
6d82f03f889b05ad21b04933f0dac8e7,A,43961,0,43961,110126.9
d7940f615241fee26305da65b153db81,A,42928,0,42928,300496.0
f8dca62d586d06db26131c8042bd7aa4,A,42225,0,42225,303730.0
46973c936028a9a131773865043b3a67,A,41410,0,41410,257302.0
6a27c30b018d593fdefb2eb9b9e901d8,A,40667,0,40667,325336.0
269b25b52a40e8b3bc57135b55c7e2bf,A,39467,0,39467,242342.0
851485910559c38d1d758a73f27ec042,A,37293,0,37293,298344.0
39fe77712d3d4a894b3dd30ef1308d16,A,36760,0,36760,478701.0
a3cc1e3f655adbfb8ea073116be8c0a9,A,35214,0,35214,105642.0
5ad49d1055a4853bf94484356185ac5a,A,33679,0,33679,224536.3
a90f171798cdf59066aaea3b844dcf1e,A,32785,0,32785,436480.0
e65bf2ebcd3ed496ba4456217e5f7726,A,31836,0,31836,426431.0
a8b5f974a09181e0784b133eaadce628,A,28124,0,28124,253116.0
02eaa9818ec1399e71224e0904501888,A,27844,0,27844,417660.0
dfd3b7c5d203980bb66e104e1b51a5bd,A,25224,0,25224,126120.0
9d7800e64a1ee0f9c6f4b69819ead950,A,23553,0,23553,211977.0
19a3909dcd17df77f941da7199914fca,A,21713,0,21713,133204.0
56354f5998013b434cfc19ae16715a33,A,21141,0,21141,217352.0
617d5e1dfd4070c6f501e35aea89b6f1,A,20438,0,20438,102190.0
b28dbf0daab4fc3894143f92a8c770ef,A,20377,0,20377,203770.0
87241fc1e884f3f37a597d76bd821bec,A,19762,0,19762,188908.3
27954daf1a1100bb24ec75c56bdc685c,A,18772,0,18772,72255.2
5ef49762b5222a40144544d6b3f5174d,A,18273,0,18273,182730.0
b49966e2cf1d227737874394c50f64ff,A,17615,0,17615,41942.3
4d63d9ca9b416b39973342665a037dfd,A,17508,0,17508,190254.0
ac53e09160b8af753369eeb71c736581,A,16420,0,16420,213940.0
33eb55a3a89eef42d71b0b49a827c776,A,16278,0,16278,55869.1
f85a45c4563f2a38b4c0dc9ed913db8e,A,16130,0,16130,116904.5
3df210aafed4172d7834dbd3ad1686ea,A,15870,0,15870,213447.0
19d28273d598f9b65c401b3f1a146827,A,15688,0,15688,107497.8
e36a1d26cdd0aeae07d2bf2c87c15a05,A,15673,0,15673,64744.2
6c2dd9a4475b22d55b8b864abe75205a,A,15165,0,15165,151739.4
38223d126e4a8f31516f02b0e699675c,A,14929,0,14929,104984.6
33fb1ff25287b82fea8c3d477915fa77,A,14546,0,14546,177161.0
1f7f0184ae6b48c19564b6c75837b284,A,13862,0,13862,124758.0
f8986f76e784c96fabefb719ce9a797d,A,13769,0,13769,110152.0
75e9c10d8e4e17e9c1c73f07c363dafa,A,12690,0,12690,101520.0
8fc843f6b5cb98a26000553f412402e1,A,12513,0,12513,89897.0
13c4439957148088e1a6ba0e1bc2bcb0,A,12089,0,12089,96703.3
4706f95694ab07876648acdfdaee0449,A,11985,0,11985,83895.0
16b4cee23ba78050bbfd0404c0c757aa,A,11626,0,11626,93008.0
1292e433cc30c17daef0f5ea81371a57,A,11603,0,11603,115982.9
a09069794d81d691f73a80658e4daa60,A,11584,0,11584,115840.0
f1a71cbd5d4df5b1a264bbebfaea99e0,A,11471,0,11471,91768.0
28d42e66b6483ec47ab8f1ec34c9b492,A,11075,0,11075,166125.0
d176571c77d6eb69f7e174320f33b2e6,A,10689,0,10689,112830.0
4327293157c6834741dd3ce1b39caca3,A,10523,0,10523,52615.0
ae7b18fb7438d4862845d36462b7eb84,D,10324,0,10324,0.0
1cc807779c93bbec90db99f22a8279f3,A,10181,0,10181,81448.0
71fd3c8b72dc2c2cb7451ffb1365f7e5,A,10114,0,10114,100504.4
dd6626f4508b17df4ef4f571e1be7708,A,9932,0,9932,99320.0
41e633a9c72057c8ac140d5d3b3b6442,A,9674,0,9674,77392.0
22111a52ee50778c1997e2ba7ea6e652,A,9641,0,9641,129968.0
6550acd5a4eed39507881bb972a58013,A,9551,0,9551,52831.8
521e8170269d9424735303d124e2d482,A,9448,0,9448,75584.0
82ce7141fa32d7ef262475e596b42c9a,D,9369,0,9369,0.0
937f22f1c38d12caedbc23e34a07b3b8,A,9259,0,9259,74072.0
6bf225f03a0051c0d1f0235c49cb17d2,A,8929,0,8929,71432.0
698f3e5718f96c67327806df568b7a96,A,8905,0,8905,71071.0
3505fb3c8c9c9273a8014b5d475a35de,A,8784,0,8784,61488.0
88d8c05bb2038dc365b70d28a9ea442e,A,8782,0,8782,70256.0
cc26aae8c74a3613550221e7b0f9b368,A,8725,0,8725,69800.0
63f985be6faeef1b6fec812c743824fa,A,8482,0,8482,101784.0
6a084c8032a35422582e6cc439575d52,D,8364,0,8364,0.0
792b1cf03ef052a31780ff243836048f,A,8298,0,8298,66384.0
4329a05b25c88c90fea59b710084abc3,A,8179,0,8179,40895.0
15ea328f8fe455bc01a1de0bb412638d,B,8156,0,8156,81560.0
b8d593dd00a89a4b8457471918700f32,A,8099,0,8099,113727.3
341502605c241ad2e3284ba0683b7f3d,A,8028,0,8028,31626.5
9e7d354c7c2efca63b75c9bb995cddf1,A,7955,0,7955,91464.1
460b15d2f5947742d121778c288d8323,A,7836,0,7836,62688.0
1edc9524487e1494a43e9e5fb7542d94,A,7823,0,7823,35053.6
4392992c66675c2e991e9884b61e0bad,A,7764,0,7764,104182.0
9e2b864cb4cfdf3885e6d62f97a09e50,A,7503,0,7503,45395.9
a8ca3c457b0da7508042dd3f6521d9a0,A,7479,0,7479,59832.0
c3ed9869853394fd457f29915f66a46a,A,7264,0,7264,34440.2
4370123b103181792f9c0e110c59e318,A,7239,0,7239,86868.0
df5e873c95eb4fa8052c72a340d08322,A,7193,0,7193,35965.0
da55c8bf57b8ef7d5adc1194c05677e7,A,6764,0,6764,67640.0
1fdee7c2132f9807c7baf55ca4c494eb,A,6654,0,6654,532320.0
7e6079cdab9849065f9ccde34c980c6f,A,6653,0,6653,66530.0
61211c5b439bd6bbae0154394a5a148d,B,6522,0,6522,3261000.0
eaf9cd7e593fd44abc88221e0b42458f,A,6408,0,6408,51264.0
4c530badaba79ffa7be2bb316a1e0f9f,A,6326,0,6326,83571.0
96bc658ab403adbef4cb095dc7e741bd,E,5893,0,5893,41251.0
6a73e66f0e4d313d5ffc41b6171f218b,A,5892,0,5892,35014.9
ae8548bb38f664bbc7db1b98cfb7b606,A,5879,0,5879,47032.0
ed23d1e745e60390da36067f337fc722,A,5860,0,5860,29300.0
4fb1f61f19a41d424513eaca4b1d03ad,D,5825,0,5825,0.0
942bf93beb968cbca366d0d940ffd709,E,5711,0,5711,17133.0
cdc4c4734f79cd371a2e2183527dfebd,E,5711,0,5711,39977.0
6de523e0102b8b2c9dbcfd098096a96c,A,5643,0,5643,28215.0
27bef18f5538acd3ae7bcdca26333c7f,A,5637,0,5637,32354.6
118afaaa45394d27ef29955f690cb018,A,5560,0,5560,51183.8
969c878d448c88ffd4572127b9394c4f,A,5385,0,5385,29069.6
daaebc9aab64e6d42666bc1aabe4b24a,A,5385,0,5385,26925.0
64cc9b36b4e1a763693d2081d95a6f52,D,5359,0,5359,0.0
8ecba8e5a5a31f7745473fdb391deb35,A,5236,0,5236,17980.5
18990820778de7e6dab04b6c60f56103,A,5199,0,5199,135174.0
1c830cc22a6dd85558a2c2770d761ab1,A,5027,0,5027,25135.0
5f366d814125586227d818940c649d40,A,4960,0,4960,49600.0
53c7b4ff2b6a2c4da06620e2a25b4137,A,4956,0,4956,89208.0
8e39fe4eedcbac3c23cc9b7813680b70,A,4924,0,4924,20333.5
67d6cbb7cc05ba7640f3dad88526a26a,A,4887,0,4887,39096.0
1fe97aaec7ef9892cb311a38b25ae440,A,4777,0,4777,23885.0
632383878dee07529a8b03c5d9fa43f2,A,4751,0,4751,33257.0
d66b772af44c3d133b30d35e4404222c,A,4740,0,4740,32487.1
9697af83ab29b8897ada3cb1a68e5115,A,4713,0,4713,37704.0
e7fc2c68c6b40fa4755a0079b2cbac07,A,4713,0,4713,26631.1
76e854f9d07f01820b6603fb8eee7d28,A,4687,0,4687,28157.7
23c8b51ca6ef418b4e1918aa067278c4,B,4686,0,4686,468600.0
ce714410535697df275422b22889585a,A,4666,0,4666,23330.0
8dd8503c49b5e8c6aaea1ed7f0c49765,E,4629,0,4629,27774.0
97cabfbf93d72724be586222aa7a7085,A,4608,0,4608,24506.6
81a2139bfb4424a04d5af7c9b34d0c74,A,4552,0,4552,26712.4
ead72eba4ef69245a941fe7477c84558,A,4492,0,4492,26586.0
9f795b4791ce5ef5bb476d488ace37d5,A,4485,0,4485,26076.8
2163b8d9a2ef6bbc6bbbb9048d8467e8,A,4471,0,4471,22355.0
2c823d7feda757f56fe718ff09d56564,A,4348,0,4348,17085.2
87bfab76d336faef7d13bb8f00564b22,A,4254,0,4254,34032.0
ea16f850b33e0c002a76047c436d0242,A,4212,0,4212,24087.6
333398f613f0e82b35ad60fb0d9ff3f9,A,4175,0,4175,15665.4
18fee5dee61e2bfa0c568dfd797e739a,A,4174,0,4174,16723.8
99fe186dea9cb88be9c5c57ff641ce00,A,4086,0,4086,24450.7
4584fce4dba43552afb46e0321b12373,A,4051,0,4051,21443.3
9e698fb9dd469e756914c0efe16323f3,A,4022,0,4022,28154.0
e1599a77a1ec77b796461e6b6b05141c,B,3986,0,3986,19930.0
86db727ac279f18d967eb38468dee8a0,A,3873,0,3873,19365.0
9f51c39c40f647c00f17083ba17fd3ae,A,3825,0,3825,34283.9
a4cea2e14002c17b0d9325bd8156e24d,A,3812,0,3812,22622.8
57978ea50cff4f2e422058012a166884,A,3795,0,3795,37950.0
b49458e176570a353dca7236a9d46d65,A,3743,0,3743,6995.5
7f7b2f0170b0b873b38e13a19337d1b1,A,3739,0,3739,28065.0
75f4d2f45816d722306501f5ee95d35a,A,3728,0,3728,22272.8
e62742701bbb55ea3109888529332a27,A,3705,0,3705,25189.7
8a27a47c9dc9919f2836125d21b47b77,A,3695,0,3695,13115.8
52631e4d4cb6b52e42a3aa9d11bf0434,B,3694,0,3694,36940.0
486c7c6ac0d7dfaa5daafaef06d8bfa8,D,3690,0,3690,0.0
90bdcdd9958a2439c378922158094a5c,A,3690,0,3690,31152.0
642afb03270bd68fd78f83da781701a4,A,3665,0,3665,21099.9
8928efb25affbc40265362717cf2efc0,A,3652,0,3652,39661.3
d2a0ef7d4fd000168a3f25effa5ee1d5,D,3641,0,3641,0.0
f73853fde3d8508c551e0690dffb1261,A,3613,0,3613,89429.3
9d02addba2720cf4e1f2aab97460cf61,E,3595,0,3595,53925.0
670aa5674a96bca055d3f3674cfca1a8,E,3579,0,3579,28632.0
e4e81a7e4f924cc9fe77ab557cd5edf4,A,3531,0,3531,18660.4
22becf08938022057c37465fb4cf1fa6,A,3490,0,3490,19815.4
c2245d65c3e0fdbb343c3d7e8ffa0901,A,3485,0,3485,18868.8
b5690d60f56fc66fa9640e5d4d0f8f8a,A,3435,0,3435,17590.0
03d60dc39f898f18ede840a645518545,E,3387,0,3387,20322.0
4e979a26c3e2a068145f2b515c86086c,A,3384,0,3384,20292.5
3f450ebc488f30663ac01d189d862e36,A,3364,0,3364,19474.9
32235320a1c8fc6e80e658367b71ba2d,A,3363,0,3363,27242.7
2db406c455b136e645bb2bc048d49bc3,A,3234,0,3234,18091.7
720102f2d46958c430ca29468dc474f3,A,3232,0,3232,258560.0
a3fba94fcffa80179d8cd6b8d02a46f5,A,3222,0,3222,32220.0
8ae979e08ed21d6084295c381295452c,A,3217,0,3217,9534.2
1f9c5b422fefbbbe57bf50db7768984b,A,3197,0,3197,41994.0
679248c8b78433b92751c8a52e42c2b9,A,3193,0,3193,8011.6
0baa0e60815004169cd482b5b70c3be3,A,3137,0,3137,18548.4
6199da09b283abaea080a91289f3b3ec,A,3109,0,3109,9661.5
a2bdffc849beb617a84478844a1c1e2f,A,3087,0,3087,15435.0
d24d5a9806062785d9f8fddf3cb0725d,D,3086,0,3086,0.0
c4fe95236f504ea2ea57f039f76e1794,A,3082,0,3082,16473.0
e980207b4768b3179c1a18b6bd2516f7,A,3047,0,3047,12567.8
d7c8452366dbea916e97ff5045f178d2,A,3044,0,3044,32530.0
a37df06c11b6b52e3459ca243b800446,E,3031,0,3031,18186.0
70fbbce6fb2990205afe954623cb5225,A,3018,0,3018,21126.0
1445d6afc048ade6dbf7f5e2955b8988,E,3012,0,3012,45180.0
bda67544c6f158d4f0dc44c738039060,A,3010,0,3010,20779.7
a711e66633ee6c9ce6fde3690c62c6ac,A,2995,0,2995,20867.7
71918def9dffb9b76a1d782a0dcd6673,A,2972,0,2972,42198.7
27587414c2b965a733866ec7bd053261,A,2968,0,2968,27831.9
963fa5a597a11df53ec2244659756113,A,2944,0,2944,23552.0
a4619bcb2ad2e1809f50ccde9ce09279,A,2943,0,2943,19055.6
873231d7e21cd421c82ed481e4b0dda0,A,2939,0,2939,20573.0
51d366b45f12a11f14ef3b004d12903e,A,2926,0,2926,21705.6
a99c138b622a024f1f4525ba9276b89b,A,2898,0,2898,34776.0
184f9500cd567bc7623bb4a0e51bd280,A,2887,0,2887,26956.4
54f394be4d99ba26058ac2a018141d45,A,2881,0,2881,44940.0
acd4e85bfb91a2b05542ef620d90ab56,A,2881,0,2881,43808.0
e83a08cd72d56b2028f86c212860d02d,A,2871,0,2871,15587.9
1ca476ac02e003a848906b803190120c,E,2843,0,2843,42645.0
56feada466558a827d400d9916eb44f6,A,2824,0,2824,37409.0
30ab33b726fb21068c7ceeaa5c96e020,A,2681,0,2681,14622.7
aa2529f49519b6c4da8d92167633f5b1,A,2669,0,2669,19976.4
cc7a4ba9991ef71bed0a9b6d043d016f,A,2638,0,2638,16428.9
99dfc5d49b56e51effb56dfc0071cc3d,A,2633,0,2633,23740.0
faef25fca983adbb89a5c97bc80e879e,A,2610,0,2610,17146.5
c32bfbbb1cf5df5ce588d2b99e94baab,A,2588,0,2588,12940.0
5d67cf9e21d7fb28c3fb4a5234a60f6c,A,2572,0,2572,21633.5
39dc112c24ad4e57bf3abb576c24fcb0,A,2558,0,2558,15511.0
e774cfc66086b676893eb8368bd399e4,A,2547,0,2547,18807.5
5597b1d4f4ed144368bdb0cd493ba133,E,2532,0,2532,17724.0
fa0054d526ff39eb2c9ffcfc7e61694a,A,2532,0,2532,12660.0
a1bd2bf2054664229a3676802752b586,A,2527,0,2527,26033.3
5e6ef8e403111acd47e913f73fa7f939,A,2521,0,2521,12605.0
bc74f72cc30873f31166dccc4d37c212,B,2515,0,2515,25150.0
9fc0967613b153b0b821fce1428862b0,E,2512,0,2512,15072.0
7c9d7844a96746d76cf7d126bbfc3e5d,E,2480,0,2480,37200.0
bfa684e16654b1f93ad75a36690dad6b,A,2477,0,2477,9036.1
3ab788cc41463dad6712f224ae882b56,A,2471,0,2471,38513.9
fde66a4721aa333488f704d28a560ced,A,2463,0,2463,27048.4
16fd109790c28e394f49ecb1bf0bb36e,A,2444,0,2444,14503.5
30c20a395b27e7004891d4dedc49b1e8,A,2425,0,2425,15565.3
5db0657bf753254b4024b4b34a730f49,A,2419,0,2419,12095.0
d864d8aa2461c7e0dfe8731ec1d7b908,A,2400,0,2400,13136.7
f1dc70ba7b224069a02f499ddc9acba4,A,2374,0,2374,23740.0
0128fa70e1274cfbf86a3e008d7adb85,A,2371,0,2371,13055.7
61cccbc6479e7e7e7f83fc5aa1204034,B,2290,0,2290,22900.0
646d9aba50af5bbf9aefbde3a40b439c,D,2290,0,2290,0.0
efacbcdb06096e7f0ad5fbe2e86c2fde,A,2267,0,2267,12213.4
0af6bbeb5226581211aa14b3d48f0f8d,A,2266,0,2266,14244.8
321faecf02fddcf94f5acfa420053433,A,2258,0,2258,19193.0
ada1b05d4621d4d092b47dc72f643ee7,A,2236,0,2236,15652.0
6b099eecf0060fffae3fb98d95390a4e,A,2217,0,2217,22170.0
ada82571d9a812b75c847753330e49db,E,2215,0,2215,11075.0
dbe441c5c5896f1ec0946e1e3debe4cf,A,2177,0,2177,21770.0
1bf9162c4022cc81f0770a59fa4390a9,A,2176,0,2176,11969.7
74e04da2901bfd379539447b85040a6a,A,2172,0,2172,56472.0
da1ee52e675bdbb7f79da5c372b47ded,A,2163,0,2163,16371.0
ee8c8c698e134044e36b16487b145772,A,2159,0,2159,17250.0
f2e2bdda050d699637ea432fb4329384,A,2159,0,2159,21590.0
0f31e38850066970ede97cf11713f77e,A,2156,0,2156,16664.7
6bf83d7c11719fa67fb482817019811c,E,2148,0,2148,12888.0
1b7ffb71e6f04eb34e1a3a153a5fd5cb,A,2146,0,2146,64380.0
189751e5e824d49c816648d1b5d4e4c9,B,2139,0,2139,342240.0
a92d9072bae52b5ef25d5c6dd5b96bf8,A,2133,0,2133,11734.7
441e29a7694132f605eeb6109fc3cb15,A,2112,0,2112,11744.3
d509980d90c336e771842de61a55b7a6,A,2104,0,2104,12624.0
01430745354b8004f6b2af63031fe3af,B,2089,0,2089,208900.0
16ba8f49c0bf6771035e29152f1665e0,A,2088,0,2088,6998.3
47d26dfce702caeaf1293942c6977a41,A,2085,0,2085,14759.0
0bcb1893910fe8cf2704a7072e91aa3e,A,2083,0,2083,13722.0
f9215ea6c87ea968d62b42906da730a2,A,2075,0,2075,16014.1
c01ec5516ebbc556c4a4247c766a7335,A,2059,0,2059,11320.7
e849f44c3a6a52ed7e769f3a5f2572e0,A,2018,0,2018,6513.5
e5de338cf13c32529092ed8ae36226bb,A,2013,0,2013,10065.0
5ce082fd1f1eb68826aece9035ee4405,A,1982,0,1982,3653.5
048600da287d093d6809cfd81244321f,A,1970,0,1970,13790.0
f0dd506b2cf7b4ecca75c437d83fd7b7,A,1963,0,1963,157040.0
ab4867eda6fc9378601a57cdd4657c82,A,1958,0,1958,9790.0
d90c944815aec9291adb3b04a50cf798,A,1955,0,1955,10738.2
91573b2044929226640140d2d6da78b3,E,1951,0,1951,11706.0
b7d110aedd5775d192e2d203f600e970,A,1950,0,1950,11264.0
93c751582cbfd3f22acd3e23159ea90f,A,1941,0,1941,10642.4
b208a70ea448e1c5ee2be876c5eec109,A,1914,0,1914,10523.2
a97c07b11193020bf1e107d1b56b9369,E,1913,0,1913,11478.0
72ce5745e57fa42bd941a523f4fd8001,A,1912,0,1912,10390.9
0b93cfe554750f324aaa74157c8be341,A,1902,0,1902,20922.0
aa684f8c1ddcc1935ea6b98341afb964,A,1902,0,1902,19001.6
41fcd3b48371eb1a46e1582c4a753549,A,1895,0,1895,9475.0
5e3073eef259bbbb3210250af2dbdf55,A,1893,0,1893,10380.1
1ffce271b6188c26c3bb946f4dae3cd4,E,1882,0,1882,11292.0
9f5ebea2a2e3960a8718aa3b3b6de7d5,A,1882,0,1882,20702.0
3f19ad4ef111d9421e0dd132747271dd,A,1881,0,1881,10543.8
d0e8d08e80dafd694c07facc29e4e5ad,E,1878,0,1878,9390.0
d4553a89e83c963d546c4df7a5dd1039,A,1862,0,1862,9310.0
312e7f594e42b19fc438a14d2216edd9,A,1860,0,1860,11160.0
55b2a017a206e8a823ee4eda0249f03d,A,1849,0,1849,20339.0
e093bb643a0f3211fd74804fc9f7a5c5,B,1845,0,1845,184500.0
9198f27cd429303a666df487e1774294,A,1840,0,1840,10795.5
f5f66a43c16e62b39fd2b6cf7d10a3bd,A,1801,0,1801,12873.1
89b89edb7ccaab5006abf416a06981e2,A,1794,0,1794,17940.0
230f9badf9849910e0600b4fa2b72dd7,A,1791,0,1791,9787.0
2e1e0eb88c2c5618e04c2bcb2f4fd05a,B,1786,0,1786,89300.0
9b65f9d3b68d879788a03175669d679c,B,1786,0,1786,89300.0
cb95ef9e3e2461d0300283a2a9b7c7ff,B,1786,0,1786,35720.0
f8aa7cbb47fb09c1219c0780adac0d01,B,1786,0,1786,35720.0
1b800ec84c392ce30a5d40efe758b3d6,A,1774,0,1774,9808.6
74b323ee11bc40a66f684dc9e983ad43,A,1773,0,1773,8616.9
068c193d9b1d454dfddb1a88227f3298,A,1759,0,1759,19349.0
30d525d0f84c92769be05a324845ed9e,A,1750,0,1750,17500.0
cf105df343ed82fa33501e330f9acbbf,A,1720,0,1720,17200.0
08ca1c80482fd6de29614d3ce1c38f59,B,1715,0,1715,171500.0
5b99d2238f1b3d1464f3958f0ea371e5,A,1696,0,1696,8480.0
5c29922b4c62e092894d898b1fe772db,A,1688,0,1688,9076.0
1bed016f696a9940c134d8ba3ed9fd9e,A,1681,0,1681,22523.0
661ff6ee51099a9e63a75e3aa9cefce7,A,1681,0,1681,11472.9
3c98e5f5727b8a9612e97d548843b52b,E,1650,0,1650,13200.0
7ca9a01ce2646869a1c66c5f22cdea62,A,1646,0,1646,16460.0
f3d60aa6b91792bf823871499ae70010,A,1646,0,1646,2889.0
5094c04e93c162b50701a43b68d835e9,E,1641,0,1641,19692.0
ce679cb3feec6acbddb537bdab16a679,E,1620,0,1620,19440.0
913d40dc3830189f7d4c1802b082a6fb,A,1584,0,1584,8543.1
596d4e8dedd567d05db26a763236e5e5,A,1582,0,1582,7910.0
7f14e1edbc3345f758fa6118cbd8c9e2,B,1570,0,1570,31400.0
a478d514c4443b954b62a42b8ab9f3e7,A,1570,0,1570,15700.0
768207847134832ae451e4676f73356d,A,1566,0,1566,27103.8
dc178f2c97e82f31b7debdf432d93bf9,A,1560,0,1560,7800.0
3ef6cc96321556355f2e20adbca785a2,E,1558,0,1558,18696.0
585479d4c27720f095478308a0f876c3,A,1545,0,1545,5782.4
55b902f8de6a9c412bd1ea6c7b8065b8,A,1539,0,1539,15390.0
ad022962df1fb2c9c72ae6962660080d,A,1526,0,1526,10682.0
b79d3e3b4f5ea8899f7af9662849e4cf,A,1515,0,1515,10605.0
ee7d94b81244a5f3b392d4113bacf408,E,1508,0,1508,18096.0
4b43ffbeb32fb9b60a37a99e90b876d4,A,1482,0,1482,2964.0
e8ab3f1ab154f011ff33c9064901b921,A,1479,0,1479,9927.0
2a32f843da805c69a15df1ed6fcdf352,A,1466,0,1466,8089.3
1789e63a48ab458843fc6b10fe3de500,A,1464,0,1464,10945.0
6249c88d14d6afeccebbed4b015e1ac7,E,1445,0,1445,7225.0
26fa381abe30dde93a4f1dec3b319166,A,1417,0,1417,17693.0
927388b963f796f8c6f170841d77b930,E,1414,0,1414,75083.4
065c318ccb99f355c20a6ef9d49e7b7d,A,1411,0,1411,14110.0
1272c3a6e188ad391630eda4d1f7abf5,E,1410,0,1410,21150.0
f31c246033750029bc7253075c1b6650,A,1364,0,1364,7375.4
4398b3c0727b4160c5dfc7e2109df250,A,1354,0,1354,7615.6
3defb0332bbe95c72e34b0a98d00eada,E,1348,0,1348,20220.0
995acf1c4ad39b3c8a780f2a4cbdda7a,A,1338,0,1338,14040.8
6aa72305ce5635f4596f20b2c1156660,A,1334,0,1334,6670.0
00f649d659150afa2df4d70e2037a373,A,1333,0,1333,6665.0
91bcb106d88d7912489a37f240099505,A,1333,0,1333,6665.0
01a450fb0a59a399659a261edd9bc90c,E,1320,0,1320,7920.0
05610274238d5d51f943537e46313896,A,1319,0,1319,12522.3
236dd38bf70ccc6cf27e7cec18d34414,A,1317,0,1317,7902.0
82ab961622f405e60cceeedd2a7cee61,A,1315,0,1315,7200.4
62f9ab5cbf81db183faff20912a662d6,A,1314,0,1314,6570.0
b37bacb8547fde8aca53344fcab108e3,A,1314,0,1314,30047.2
11024bd0e26ad34a37c5218f5aefbe2d,A,1310,0,1310,6295.3
9e2f50ac97c5f89eb295aa07c71746f8,A,1304,0,1304,9128.0
474f682b50b77d42c03bd0c94eb3f225,A,1298,0,1298,8383.6
96529248245989d70d7c29d83e7fbf67,A,1298,0,1298,0.0
2d180f78c0e433e8759e7652a0dc4c41,A,1296,0,1296,12960.0
14af49a97ece662126a4c8259d717e5a,E,1294,0,1294,19410.0
ae1e4308bd5eb44ff92748800d02356f,A,1269,0,1269,22842.0
13cc4e0f740efeebf1791220f0c62b35,A,1259,0,1259,22662.0
f95675e74699cac1293ecf2d3c72b9c2,A,1257,0,1257,7542.0
